ID,technology,source,source_type,year,type,country,capacity_definition,comment,capacity,energy_source_level_0,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology_level
1634,"Biomass and biogas",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,2,0,0,0,1,1
1635,"Concentrated solar power",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1636,"Fossil fuels",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,7852,0,1,0,0,0
1637,Geothermal,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1638,Hydro,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,1403,0,0,1,1,0
1639,Marine,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1640,"Non-renewable waste",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,274,0,0,1,1,1
1641,Nuclear,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,5632,0,1,1,1,1
1642,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,23,0,0,0,1,1
1643,Photovoltaics,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1644,"Pumped storage",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,1307,0,0,0,0,1
1645,Wind,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,5,0,0,1,1,0
1646,"Differently categorized solar",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1647,Solar,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,0
1648,"Differently categorized wind",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,5,0,0,0,0,1
1649,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,25,0,0,1,0,0
1650,"Renewable energy sources",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,1433,0,1,0,0,0
1651,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,7578,0,0,1,1,1
1652,Total,EUROSTAT,"Statistical Office",1995,"Installed capacity in MW",BE,Unknown,,14917,1,0,0,0,0
1653,"Biomass and biogas",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,4,0,0,0,1,1
1654,"Concentrated solar power",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1655,"Fossil fuels",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,7728,0,1,0,0,0
1656,Geothermal,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1657,Hydro,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,1403,0,0,1,1,0
1658,Marine,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1659,"Non-renewable waste",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,251,0,0,1,1,1
1660,Nuclear,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,5693,0,1,1,1,1
1661,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,19,0,0,0,1,1
1662,Photovoltaics,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1663,"Pumped storage",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,1307,0,0,0,0,1
1664,Wind,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,5,0,0,1,1,0
1665,"Differently categorized solar",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1666,Solar,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,0
1667,"Differently categorized wind",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,5,0,0,0,0,1
1668,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,23,0,0,1,0,0
1669,"Renewable energy sources",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,1431,0,1,0,0,0
1670,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,7477,0,0,1,1,1
1671,Total,EUROSTAT,"Statistical Office",1996,"Installed capacity in MW",BE,Unknown,,14852,1,0,0,0,0
1672,"Biomass and biogas",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,7,0,0,0,1,1
1673,"Concentrated solar power",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1674,"Fossil fuels",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,7554,0,1,0,0,0
1675,Geothermal,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1676,Hydro,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,1403,0,0,1,1,0
1677,Marine,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1678,"Non-renewable waste",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,253,0,0,1,1,1
1679,Nuclear,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,5713,0,1,1,1,1
1680,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,11,0,0,0,1,1
1681,Photovoltaics,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1682,"Pumped storage",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,1307,0,0,0,0,1
1683,Wind,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,5,0,0,1,1,0
1684,"Differently categorized solar",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1685,Solar,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,0
1686,"Differently categorized wind",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,5,0,0,0,0,1
1687,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,18,0,0,1,0,0
1688,"Renewable energy sources",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,1426,0,1,0,0,0
1689,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,7301,0,0,1,1,1
1690,Total,EUROSTAT,"Statistical Office",1997,"Installed capacity in MW",BE,Unknown,,14693,1,0,0,0,0
1691,"Biomass and biogas",EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,11,0,0,0,1,1
1692,"Concentrated solar power",EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1693,"Fossil fuels",EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,8243,0,1,0,0,0
1694,Geothermal,EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1695,Hydro,EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,1404,0,0,1,1,0
1696,Marine,EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1697,"Non-renewable waste",EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,266,0,0,1,1,1
1698,Nuclear,EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,5722,0,1,1,1,1
1699,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,18,0,0,0,1,1
1700,Photovoltaics,EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1701,"Pumped storage",EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,1307,0,0,0,0,1
1702,Wind,EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,6,0,0,1,1,0
1703,"Differently categorized solar",EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1704,Solar,EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,0
1705,"Differently categorized wind",EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,6,0,0,0,0,1
1706,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,29,0,0,1,0,0
1707,"Renewable energy sources",EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,1439,0,1,0,0,0
1708,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,7977,0,0,1,1,1
1709,Total,EUROSTAT,"Statistical Office",1998,"Installed capacity in MW",BE,Unknown,,15404,1,0,0,0,0
1710,"Biomass and biogas",EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,10,0,0,0,1,1
1711,"Concentrated solar power",EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1712,"Fossil fuels",EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,8341,0,1,0,0,0
1713,Geothermal,EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1714,Hydro,EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,1410,0,0,1,1,0
1715,Marine,EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1716,"Non-renewable waste",EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,211,0,0,1,1,1
1717,Nuclear,EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,5713,0,1,1,1,1
1718,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,38,0,0,0,1,1
1719,Photovoltaics,EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1720,"Pumped storage",EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,1307,0,0,0,0,1
1721,Wind,EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,10,0,0,1,1,0
1722,"Differently categorized solar",EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1723,Solar,EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,0
1724,"Differently categorized wind",EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,10,0,0,0,0,1
1725,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,48,0,0,1,0,0
1726,"Renewable energy sources",EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,1468,0,1,0,0,0
1727,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,8130,0,0,1,1,1
1728,Total,EUROSTAT,"Statistical Office",1999,"Installed capacity in MW",BE,Unknown,,15522,1,0,0,0,0
1729,"Biomass and biogas",EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,20,0,0,0,1,1
1730,"Concentrated solar power",EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1731,"Fossil fuels",EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,8478,0,1,0,0,0
1732,Geothermal,EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1733,Hydro,EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,1413,0,0,1,1,0
1734,Marine,EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1735,"Non-renewable waste",EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,236,0,0,1,1,1
1736,Nuclear,EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,5713,0,1,1,1,1
1737,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,47,0,0,0,1,1
1738,Photovoltaics,EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1739,"Pumped storage",EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,1310,0,0,0,0,1
1740,Wind,EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,14,0,0,1,1,0
1741,"Differently categorized solar",EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1742,Solar,EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,0
1743,"Differently categorized wind",EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,14,0,0,0,0,1
1744,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,67,0,0,1,0,0
1745,"Renewable energy sources",EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,1494,0,1,0,0,0
1746,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,8242,0,0,1,1,1
1747,Total,EUROSTAT,"Statistical Office",2000,"Installed capacity in MW",BE,Unknown,,15685,1,0,0,0,0
1748,"Biomass and biogas",EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,28,0,0,0,1,1
1749,"Concentrated solar power",EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1750,"Fossil fuels",EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,8258,0,1,0,0,0
1751,Geothermal,EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1752,Hydro,EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,1421,0,0,1,1,0
1753,Marine,EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1754,"Non-renewable waste",EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,240,0,0,1,1,1
1755,Nuclear,EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,5738,0,1,1,1,1
1756,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,62,0,0,0,1,1
1757,Photovoltaics,EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1758,"Pumped storage",EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,1310,0,0,0,0,1
1759,Wind,EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,26,0,0,1,1,0
1760,"Differently categorized solar",EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1761,Solar,EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,0
1762,"Differently categorized wind",EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,26,0,0,0,0,1
1763,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,90,0,0,1,0,0
1764,"Renewable energy sources",EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,1537,0,1,0,0,0
1765,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,8018,0,0,1,1,1
1766,Total,EUROSTAT,"Statistical Office",2001,"Installed capacity in MW",BE,Unknown,,15533,1,0,0,0,0
1767,"Biomass and biogas",EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,33,0,0,0,1,1
1768,"Concentrated solar power",EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1769,"Fossil fuels",EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,8248,0,1,0,0,0
1770,Geothermal,EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1771,Hydro,EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,1421,0,0,1,1,0
1772,Marine,EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1773,"Non-renewable waste",EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,262,0,0,1,1,1
1774,Nuclear,EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,5761,0,1,1,1,1
1775,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,57,0,0,0,1,1
1776,Photovoltaics,EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,1,0,0,0,0,1
1777,"Pumped storage",EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,1310,0,0,0,0,1
1778,Wind,EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,31,0,0,1,1,0
1779,"Differently categorized solar",EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1780,Solar,EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,1,0,0,1,1,0
1781,"Differently categorized wind",EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,31,0,0,0,0,1
1782,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,90,0,0,1,0,0
1783,"Renewable energy sources",EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,1543,0,1,0,0,0
1784,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,7986,0,0,1,1,1
1785,Total,EUROSTAT,"Statistical Office",2002,"Installed capacity in MW",BE,Unknown,,15552,1,0,0,0,0
1786,"Biomass and biogas",EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,42,0,0,0,1,1
1787,"Concentrated solar power",EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1788,"Fossil fuels",EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,8203,0,1,0,0,0
1789,Geothermal,EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1790,Hydro,EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,1420,0,0,1,1,0
1791,Marine,EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,0,0,0,1,1,1
1792,"Non-renewable waste",EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,238,0,0,1,1,1
1793,Nuclear,EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,5761,0,1,1,1,1
1794,"Other bioenergy and renewable waste",EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,121,0,0,0,1,1
1795,Photovoltaics,EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,1,0,0,0,0,1
1796,"Pumped storage",EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,1310,0,0,0,0,1
1797,Wind,EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,67,0,0,1,1,0
1798,"Differently categorized solar",EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,0,0,0,0,0,1
1799,Solar,EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,1,0,0,1,1,0
1800,"Differently categorized wind",EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,67,0,0,0,0,1
1801,"Bioenergy and renewable waste",EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,163,0,0,1,0,0
1802,"Renewable energy sources",EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,1651,0,1,0,0,0
1803,"Differently categorized fossil fuels",EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,7965,0,0,1,1,1
1804,Total,EUROSTAT,"Statistical Office",2003,"Installed capacity in MW",BE,Unknown,,15615,1,0,0,0,0
1805,"Biomass and biogas",EUROSTAT,"Statistical Office",2004,"Installed capacity in MW",BE,Unknown,,50,0,0,0,1,1
